"","Lot Area","Overall Qual","Year Remod/Add","Gr Liv Area","TotRms AbvGrd","Garage Area","Yr Sold","Sale Type","SalePrice (Thousands)"
"1919",8250,5,1963,1053,6,692,2007,"WD ",142.1
"1920",8176,5,1992,1056,6,308,2007,"WD ",139
"1921",9750,6,1958,1442,7,301,2007,"COD",157.9
"1922",9250,5,2005,1056,6,260,2007,"WD ",139.4
"1923",11988,6,1957,1244,6,336,2007,"WD ",150
"1924",9100,5,1960,1144,6,336,2007,"WD ",120
"1925",9736,6,1969,1721,8,464,2007,"WD ",174.85
"1926",9770,5,1957,922,5,308,2007,"WD ",116
"1927",10152,5,1956,1048,6,286,2007,"WD ",135
"1928",12155,6,1970,1657,7,484,2007,"WD ",163.5
"1929",12198,5,1975,1411,7,310,2007,"COD",130
"1930",10050,5,1955,1216,5,336,2007,"WD ",129.5
"1931",11556,5,2006,1154,6,336,2007,"WD ",142
"1932",8078,5,1958,1560,8,484,2007,"WD ",128.6
"1933",10950,6,1952,948,5,410,2007,"WD ",125
"1934",7942,6,1953,1040,6,293,2007,"WD ",136
"1935",8923,5,2006,1008,6,240,2007,"WD ",134.5
"1936",8540,5,2003,925,5,252,2007,"WD ",127
"1937",7134,5,1955,1360,6,572,2007,"WD ",130
"1938",7150,4,1955,1540,7,352,2007,"WD ",115
"1939",8400,5,1955,925,5,390,2007,"WD ",116.9
"1940",13300,5,2000,928,4,252,2007,"WD ",132
"1941",9532,4,1953,1647,6,280,2007,"WD ",153
"1942",15783,5,1952,924,6,420,2007,"WD ",112.5
"1943",14190,4,2006,1544,7,0,2007,"WD ",138
"1944",9600,5,2003,893,4,576,2007,"WD ",135
"1945",12099,5,2004,1728,7,371,2007,"WD ",156
"1946",21281,5,2007,3086,9,1200,2007,"WD ",301.6
"1947",10134,5,1950,1034,5,240,2007,"WD ",109
"1948",5500,4,1956,882,4,0,2007,"WD ",103.2
"1949",10284,4,1993,1281,6,580,2007,"WD ",128.5
"1950",10800,4,2007,968,5,216,2007,"WD ",64.5
"1951",10800,5,1999,1534,6,0,2007,"WD ",148
"1952",5400,5,1950,691,4,216,2007,"WD ",86
"1953",10090,7,1999,1651,6,276,2007,"WD ",172
"1954",8700,5,1961,888,5,240,2007,"COD",120
"1955",8300,6,1968,952,5,288,2007,"WD ",128.5
"1956",11606,5,1969,2080,9,504,2007,"WD ",135
"1957",8064,5,2006,924,6,576,2007,"WD ",122.9
"1958",11664,6,1950,1082,5,240,2007,"WD ",119.2
"1959",10496,6,1950,1846,7,315,2007,"WD ",143
"1960",7200,5,1950,988,6,276,2007,"WD ",119
"1961",7200,5,1950,1238,6,357,2007,"WD ",102
"1962",7200,5,2002,864,5,720,2007,"WD ",129
"1963",7000,5,2002,1134,6,254,2007,"WD ",135
"1964",7500,5,2003,1040,6,286,2007,"WD ",152
"1965",7315,5,1958,1170,6,338,2007,"WD ",140
"1966",7903,5,1960,1242,6,324,2007,"WD ",152
"1967",8000,5,1960,1377,6,351,2007,"WD ",156.5
"1968",8000,5,1961,1800,10,0,2007,"WD ",141
"1969",7000,5,1961,925,7,300,2007,"WD ",99
"1970",9760,6,1993,1851,7,440,2007,"WD ",187
"1971",7590,5,1962,1812,8,264,2007,"WD ",169.5
"1972",6600,5,1962,864,5,294,2007,"WD ",125.5
"1973",6760,5,1962,936,6,288,2007,"WD ",130
"1974",6978,5,1980,960,5,576,2007,"WD ",103
"1975",9600,5,2002,1432,7,360,2007,"WD ",132
"1976",6000,6,1950,1296,6,576,2007,"WD ",127.5
"1977",4480,5,1950,1022,4,184,2007,"WD ",89.5
"1978",7200,5,1980,936,4,672,2007,"WD ",140
"1979",3153,5,1990,967,5,180,2007,"WD ",99.9
"1980",10800,4,1995,1047,6,273,2007,"WD ",100
"1981",7200,5,1950,1072,5,379,2007,"WD ",130
"1982",9000,5,2006,1174,6,576,2007,"WD ",135
"1983",6000,3,2002,1183,6,308,2007,"WD ",120
"1984",5925,4,2000,1131,7,672,2007,"WD ",89.471
"1985",5925,4,1950,1141,6,252,2007,"ConLw",85
"1986",6000,4,1950,960,5,308,2007,"WD ",108.5
"1987",9639,4,1950,1798,7,342,2007,"WD ",137
"1988",3880,5,1997,866,4,0,2007,"WD ",110.5
"1989",8520,5,2006,968,5,480,2007,"WD ",100
"1990",10337,8,1999,1772,7,816,2007,"WD ",184.9
"1991",9863,6,1950,1642,9,374,2007,"WD ",145
"1992",9600,5,1994,1472,6,250,2007,"WD ",125
"1993",4571,5,1950,1232,6,480,2007,"WD ",114
"1994",13600,5,1950,2337,10,560,2007,"WD ",90
"1995",8398,6,1990,1650,6,468,2007,"WD ",144.1
"1996",9900,6,1950,2210,8,205,2007,"WD ",117.5
"1997",3600,5,2005,1358,6,336,2007,"WD ",124.5
"1998",13500,7,1987,2454,8,576,2007,"WD ",185
"1999",7200,6,1998,2291,9,506,2007,"WD ",133.9
"2000",5400,6,2004,1616,5,216,2007,"WD ",152
"2001",8100,5,1973,1559,5,812,2007,"COD",153.5
"2002",10800,7,1998,2554,8,704,2007,"WD ",159.5
"2003",9439,5,1950,1248,6,160,2007,"WD ",87
"2004",8626,4,1956,968,5,331,2007,"WD ",104.5
"2005",11800,4,2002,1382,6,384,2007,"WD ",110
"2006",6854,5,1994,1060,6,308,2007,"WD ",136.5
"2007",8674,5,1950,1435,6,308,2007,"WD ",128.25
"2008",8731,5,1950,1167,6,495,2007,"WD ",144
"2009",8737,6,1950,1635,6,440,2007,"WD ",210
"2010",6125,5,1998,1274,6,224,2007,"CWD",135
"2011",6000,6,1950,1232,6,217,2007,"WD ",128
"2012",6000,6,1950,1218,6,440,2007,"WD ",131
"2013",6120,5,1950,884,5,240,2007,"WD ",113
"2014",6240,6,1950,1409,6,528,2007,"WD ",126
"2015",6240,5,1952,1322,7,280,2007,"WD ",132
"2016",6240,5,1992,1426,6,230,2007,"WD ",131.75
"2017",6120,5,1950,1281,6,379,2007,"WD ",132.5
"2018",6120,5,2004,1513,8,180,2007,"WD ",137.5
"2019",6120,7,2001,854,5,576,2007,"WD ",132
"2020",6240,6,1950,1367,6,560,2007,"WD ",127.5
"2021",6180,6,1950,986,5,180,2007,"WD ",102
"2022",7755,6,1995,2264,8,408,2007,"WD ",200
"2023",13515,6,1950,1824,8,520,2007,"WD ",180.5
"2024",8850,6,1950,1376,7,576,2007,"WD ",165
"2025",8550,5,1950,1316,7,576,2007,"ConLw",90
"2026",8730,6,2003,1396,7,384,2007,"WD ",153.575
"2027",5700,7,1990,1344,6,456,2007,"WD ",140
"2028",8520,6,1950,2526,10,216,2007,"CWD",136
"2029",5680,5,1950,1173,7,240,2007,"WD ",113
"2030",5680,5,1950,1214,6,216,2007,"WD ",117
"2031",7758,7,1950,1818,7,240,2007,"WD ",169.5
"2032",7449,7,1950,1108,6,280,2007,"WD ",139.4
"2033",13200,6,1963,2294,9,658,2007,"WD ",202.5
"2034",6882,6,2006,1355,7,0,2007,"WD ",127
"2035",9000,6,1950,1375,6,544,2007,"WD ",141
"2036",9780,7,2005,1952,8,299,2007,"WD ",212.3
"2037",10320,6,1950,2180,7,720,2007,"WD ",161
"2038",4330,4,1958,1315,5,436,2007,"COD",99.5
"2039",7200,5,1996,1111,6,288,2007,"WD ",101
"2040",4800,4,1990,1196,5,440,2007,"WD ",109.9
"2041",12358,5,1950,1382,7,660,2007,"WD ",128.5
"2042",10120,7,1950,1889,9,308,2007,"WD ",122
"2043",4388,5,1950,840,5,0,2007,"WD ",87
"2044",10320,4,1950,1484,6,264,2007,"COD",50
"2045",12888,7,1980,2267,7,498,2007,"WD ",219
"2046",18030,5,1994,3086,12,0,2007,"WD ",200.5
"2047",8160,5,1950,1134,7,240,2007,"WD ",126
"2048",4484,5,1979,1282,4,240,2007,"WD ",108.5
"2049",11235,5,1963,999,6,308,2007,"WD ",130
"2050",11235,5,1980,1452,6,572,2007,"WD ",158.45
"2051",14299,4,1964,1005,5,440,2007,"WD ",115.4
"2052",7943,4,1961,1029,5,261,2007,"WD ",118.5
"2053",14149,5,2001,1020,5,528,2007,"WD ",165
"2054",11677,5,1966,1040,6,264,2007,"WD ",123
"2055",8400,6,1966,913,6,240,2007,"WD ",129
"2056",7094,5,1966,894,5,384,2007,"WD ",125
"2057",8978,5,1968,948,6,300,2007,"WD ",108
"2058",8425,5,1990,868,6,576,2007,"WD ",119.9
"2059",8665,5,1968,897,5,264,2007,"WD ",115
"2060",8398,5,1967,943,5,528,2007,"WD ",134.5
"2061",7742,5,1966,955,6,386,2007,"WD ",127
"2062",8724,5,1968,894,5,450,2007,"WD ",129
"2063",8197,6,1977,1285,7,528,2007,"WD ",143.5
"2064",8169,5,1966,912,6,315,2007,"WD ",129
"2065",14175,5,1998,1375,6,323,2007,"WD ",187
"2066",16779,5,1996,2654,11,638,2007,"WD ",158
"2067",25339,5,2007,1416,7,576,2007,"WD ",112
"2068",6960,7,1998,1302,6,224,2007,"WD ",165.25
"2069",11375,6,1995,1299,6,494,2007,"WD ",150
"2070",13770,5,1998,1176,6,303,2007,"VWD",137
"2071",9000,4,1950,998,5,460,2007,"WD ",89.5
"2072",115149,7,2002,1824,5,739,2007,"WD ",302
"2073",11075,6,1984,1522,7,552,2007,"WD ",182
"2074",10029,6,1989,2060,8,521,2007,"WD ",211
"2075",17541,5,2005,1325,6,576,2007,"WD ",216
"2076",22692,5,1953,1630,6,649,2007,"COD",130
"2077",17808,4,1950,1242,4,336,2007,"WD ",109.9
"2078",12671,6,1994,2422,6,527,2007,"WD ",255
"2079",12615,6,2001,2158,7,576,2007,"WD ",243
"2080",10512,6,1954,1626,6,332,2007,"WD ",154
"2081",5400,5,1958,864,6,399,2007,"WD ",118
"2082",11515,4,1994,943,5,308,2007,"WD ",80
"2083",7711,4,1977,1440,8,0,2007,"Oth",150
"2084",9098,4,2002,605,5,0,2007,"WD ",86
"2085",3869,5,1984,1038,5,264,2007,"WD ",130
"2086",9280,5,1951,1342,7,256,2007,"WD ",125
"2087",11100,5,1994,1480,7,253,2007,"WD ",136.5
"2088",7550,4,1950,1362,7,280,2007,"WD ",96
"2089",9060,5,2006,1340,7,252,2007,"WD ",120
"2090",23920,6,1984,1822,7,515,2007,"WD ",228.5
"2091",10357,7,1991,1442,6,719,2007,"WD ",179.9
"2092",13474,7,1991,2243,8,746,2007,"WD ",225
"2093",10380,7,1987,2730,8,576,2007,"WD ",301
"2094",13125,7,1991,2127,8,833,2007,"WD ",238
"2095",11287,7,1989,1982,7,575,2007,"WD ",228.5
"2096",9317,7,2001,1958,7,499,2007,"CWD",220
"2097",9965,7,2007,2696,10,792,2007,"New",383.97
"2098",9965,8,2007,2828,11,1052,2007,"New",424.87
"2099",9178,8,2007,1651,7,870,2007,"New",250
"2100",10481,8,2007,2140,8,894,2007,"New",360
"2101",10652,7,2007,1494,7,840,2007,"New",279.5
"2102",11175,7,2007,1316,6,440,2007,"New",200.141
"2103",10235,8,2007,1651,7,870,2007,"New",246.5
"2104",9588,8,2007,2574,10,868,2007,"New",276
"2105",8814,7,2007,1274,6,508,2007,"New",203
"2106",11103,7,2006,1456,8,440,2007,"New",155.835
"2107",8556,7,2006,1240,5,826,2007,"WD ",194
"2108",6762,7,2007,1208,6,628,2007,"New",195.4
"2109",11750,7,2006,1546,7,796,2007,"WD ",217
"2110",8760,8,2006,1500,7,674,2007,"WD ",212.999
"2111",7242,7,2006,1270,6,524,2007,"WD ",175.9
"2112",9316,7,2006,1795,7,578,2007,"WD ",191
"2113",9317,6,2006,1314,6,440,2007,"WD ",176.432
"2114",14364,7,1989,2062,7,454,2007,"WD ",277
"2115",8883,7,1988,1873,7,619,2007,"WD ",207
"2116",159000,6,2006,2144,7,389,2007,"WD ",277
"2117",53107,6,1992,1953,9,501,2007,"WD ",240
"2118",12205,6,2007,2087,9,444,2007,"WD ",187.5
"2119",20064,8,1976,1743,5,529,2007,"WD ",279
"2120",14217,5,1994,1022,6,747,2007,"WD ",139.5
"2121",8775,5,1994,990,5,299,2007,"WD ",126
"2122",11249,6,1995,1200,6,521,2007,"WD ",177.5
"2123",10021,6,2006,1308,6,497,2007,"WD ",175
"2124",9531,6,1998,1796,7,546,2007,"WD ",211
"2125",8428,5,1994,990,5,384,2007,"WD ",146
"2126",16561,5,1996,1097,6,242,2007,"WD ",147.9
"2127",8070,4,1995,990,5,0,2007,"WD ",123.6
"2128",9337,6,1997,1786,7,684,2007,"WD ",204.75
"2129",10820,7,1999,1873,7,597,2007,"WD ",235.5
"2130",12352,7,1999,1753,7,534,2007,"WD ",217
"2131",9543,7,2001,1690,7,517,2007,"WD ",190.55
"2132",8826,7,2000,1842,7,486,2007,"WD ",217.5
"2133",10665,7,2003,1479,7,558,2007,"WD ",226
"2134",11317,7,2003,1668,8,500,2007,"WD ",180
"2135",11800,5,1974,894,5,440,2007,"WD ",131
"2136",8660,5,1976,1025,6,370,2007,"WD ",153.5
"2137",9720,5,1977,1009,6,576,2007,"WD ",160
"2138",8982,5,1977,1040,5,748,2007,"WD ",134.9
"2139",16300,5,1977,907,5,308,2007,"WD ",130
"2140",9675,5,1975,879,5,440,2007,"Con",120
"2141",7700,5,1972,882,5,461,2007,"WD ",112.5
"2142",10356,5,1975,969,5,440,2007,"WD ",122
"2143",7200,5,2000,864,5,576,2007,"WD ",127
"2144",7200,4,2006,875,5,728,2007,"WD ",117
"2145",10386,8,2005,2000,8,888,2007,"WD ",305.9
"2146",9375,8,2002,2169,7,647,2007,"WD ",228.5
"2147",11354,7,2000,1673,7,583,2007,"WD ",270
"2148",8749,7,2002,1459,6,527,2007,"WD ",192
"2149",8749,7,2003,1932,7,610,2007,"WD ",213
"2150",8158,7,2002,1729,7,542,2007,"WD ",200
"2151",16226,8,1999,2452,9,683,2007,"WD ",267
"2152",11927,8,1995,1592,7,484,2007,"WD ",228
"2153",12728,8,2001,2439,7,560,2007,"WD ",275
"2154",15295,7,2002,1992,7,608,2007,"WD ",211
"2155",11248,9,2002,1668,7,702,2007,"WD ",285
"2156",10000,8,1996,2090,8,556,2007,"WD ",240
"2157",4435,6,2003,848,3,420,2007,"WD ",131.5
"2158",17227,8,2000,1341,5,482,2007,"WD ",246.9
"2159",8200,7,2004,1928,8,434,2007,"WD ",219.5
"2160",8450,7,2003,1337,6,531,2007,"WD ",185
"2161",8145,7,2007,1476,7,552,2007,"New",179.4
"2162",9245,7,2006,1797,8,639,2007,"WD ",213.5
"2163",8500,7,2004,1422,7,626,2007,"WD ",179.6
"2164",8769,7,2005,1190,5,578,2007,"WD ",173.5
"2165",8334,6,2007,1330,6,437,2007,"New",167.84
"2166",8333,7,2006,1491,7,484,2007,"WD ",168.675
"2167",9045,5,2005,1536,6,400,2007,"WD ",167
"2168",9170,5,1965,1214,6,461,2007,"WD ",140
"2169",9825,5,1967,936,4,384,2007,"WD ",118.5
"2170",8308,4,1963,1088,4,520,2007,"COD",110
"2171",10921,4,1965,960,6,432,2007,"WD ",94.75
"2172",16287,5,1950,1351,7,576,2007,"WD ",122
"2173",8240,6,1960,1179,5,622,2007,"WD ",110
"2174",11841,6,1990,816,5,0,2007,"WD ",118.5
"2175",6285,6,1976,1044,7,528,2007,"WD ",133.5
"2176",7917,6,1976,1113,6,504,2007,"WD ",148
"2177",9555,5,1979,2233,11,579,2007,"WD ",141
"2178",8536,5,2007,1125,5,430,2007,"New",155
"2179",7024,5,2006,1090,5,450,2007,"WD ",157
"2180",7023,5,2006,1408,6,489,2007,"WD ",171.5
"2181",39290,10,2009,5095,15,1154,2007,"New",183.85
"2182",40094,10,2008,4676,11,884,2007,"New",184.75
"2183",3675,6,2005,1072,5,525,2007,"WD ",140
"2184",6400,5,2000,960,4,392,2007,"WD ",131.75
"2185",6882,4,1955,1152,6,0,2007,"WD ",61.5
"2186",10215,4,1954,948,5,248,2007,"WD ",111
"2187",8741,5,1950,1195,8,0,2007,"WD ",98.5
"2188",4270,3,2006,774,6,0,2007,"WD ",79
"2189",10042,6,1995,865,4,216,2007,"WD ",108.5
"2190",9450,4,1954,894,5,400,2007,"WD ",110
"2191",11767,4,2000,1346,6,384,2007,"WD ",112
"2192",8172,4,1955,768,4,355,2007,"WD ",125
"2193",8172,4,1955,864,5,528,2007,"COD",79.275
"2194",8190,4,1954,948,5,280,2007,"WD ",119
"2195",10896,6,1995,3395,14,0,2007,"WD ",200
"2196",10890,5,1950,2592,12,0,2007,"WD ",150
"2197",10592,6,1996,1502,7,180,2007,"WD ",165
"2198",10594,5,1950,789,5,200,2007,"WD ",96.5
"2199",7223,5,1950,1422,6,352,2007,"WD ",136.5
"2200",6821,6,2005,1298,8,240,2007,"WD ",146.5
"2201",7200,5,1950,1768,7,240,2007,"WD ",175
"2202",4000,7,1995,1098,5,216,2007,"WD ",148.5
"2203",6720,6,1950,1436,7,228,2007,"CWD",141.5
"2204",7642,7,1998,1426,7,216,2007,"WD ",189.95
"2205",7155,6,1991,1461,6,225,2007,"WD ",135
"2206",7128,7,1950,1646,7,240,2007,"WD ",164
"2207",4280,5,2002,694,4,352,2007,"WD ",90.35
"2208",5362,5,2003,1250,8,552,2007,"WD ",139
"2209",6305,5,1950,954,5,240,2007,"WD ",119.75
"2210",7136,6,1950,1958,8,492,2007,"WD ",145
"2211",6270,5,1950,2002,8,871,2007,"WD ",145
"2212",7230,7,1992,1718,8,264,2007,"WD ",238
"2213",13108,5,1951,1226,7,400,2007,"WD ",153.5
"2214",22420,6,1950,2624,10,864,2007,"WD ",239
"2215",12168,8,1998,3194,10,380,2007,"WD ",359.1
"2216",7810,4,2003,1755,7,231,2007,"WD ",188
"2217",11275,6,1950,1991,7,432,2007,"WD ",220
"2218",6221,5,1950,1355,5,528,2007,"WD ",140
"2219",10570,8,1994,2727,10,440,2007,"WD ",315
"2220",7259,6,2002,2320,9,180,2007,"WD ",259.5
"2221",14442,6,2004,1839,7,416,2007,"WD ",257.5
"2222",13125,7,1984,1740,6,240,2007,"CWD",219.5
"2223",21000,6,1953,2259,7,450,2007,"COD",217
"2224",25485,6,1960,1560,6,580,2007,"WD ",201
"2225",21579,6,1968,1488,7,552,2007,"CWD",215
"2226",1782,6,1980,1045,5,462,2007,"WD ",123.9
"2227",17871,4,1996,1680,7,628,2007,"WD ",170
"2228",3907,8,1988,1020,4,509,2007,"WD ",200
"2229",20693,7,1971,1696,7,625,2007,"WD ",198
"2230",32668,6,1975,2515,9,484,2007,"WD ",200.624
"2231",18044,8,1986,2726,6,691,2007,"WD ",315
"2232",8500,5,2005,1517,7,0,2007,"WD ",115
"2233",7000,6,1950,1215,6,720,2007,"WD ",141
"2234",5000,5,1950,803,5,360,2007,"WD ",87
"2235",7288,5,2003,1601,6,0,2007,"WD ",129.85
"2236",6060,4,1950,1123,4,264,2007,"WD ",100
"2237",9060,5,1999,1828,6,NA,2007,"WD ",150.909
"2238",3672,5,1950,816,5,100,2007,"WD ",75.2
"2239",8263,6,1950,1012,6,308,2007,"WD ",118.4
"2240",8967,5,1950,1077,6,338,2007,"WD ",67
"2241",13710,5,1950,1558,6,282,2007,"WD ",152
"2242",11067,2,1950,845,4,256,2007,"WD ",68.104
"2243",8250,5,2006,1991,9,0,2007,"WD ",119.6
"2244",6565,4,1980,1073,6,720,2007,"WD ",140
"2245",6060,5,2007,1001,5,216,2007,"WD ",124.9
"2246",5568,8,2007,1625,5,495,2007,"New",375
"2247",4750,8,2007,1625,5,538,2007,"WD ",235
"2248",12150,6,1979,1299,5,486,2007,"WD ",183.5
"2249",7540,6,1978,912,5,470,2007,"WD ",156
"2250",9187,6,1983,1080,5,484,2007,"WD ",134
"2251",10000,5,2002,1392,6,650,2007,"WD ",215
"2252",12864,7,2002,1409,4,576,2007,"WD ",245
"2253",9928,7,1992,1478,6,506,2007,"WD ",210
"2254",8750,7,1975,918,4,360,2007,"WD ",148
"2255",8410,6,1974,1026,5,528,2007,"WD ",143
"2256",4054,7,1987,1501,5,512,2007,"WD ",244
"2257",9763,7,1998,1502,5,286,2007,"WD ",330
"2258",16905,5,1959,1328,5,308,2007,"WD ",170
"2259",19958,6,1995,2279,7,461,2007,"WD ",257
"2260",8368,7,2007,1689,7,433,2007,"New",231.713
"2261",8298,8,2007,1564,6,502,2007,"New",267.3
"2262",9037,8,2006,1484,6,472,2007,"WD ",265.9
"2263",10991,8,2007,1571,7,722,2007,"New",239
"2264",10656,8,2007,1646,6,870,2007,"New",248.9
"2265",10331,7,1985,1240,6,528,2007,"WD ",174
"2266",13758,7,1991,1717,7,400,2007,"WD ",187.5
"2267",9303,6,1997,1756,7,422,2007,"WD ",204
"2268",6718,8,2001,1312,5,471,2007,"WD ",180.5
"2269",9590,7,2003,1146,6,438,2007,"WD ",187.5
"2270",11305,8,2002,1922,6,692,2007,"WD ",282
"2271",7777,6,1996,1491,7,571,2007,"WD ",178
"2272",14536,8,2003,1629,9,808,2007,"WD ",270
"2273",11800,7,2004,2486,10,452,2007,"WD ",279.9
"2274",35133,5,1963,1572,5,995,2007,"WD ",186.7
"2275",15306,8,2007,1776,7,712,2007,"New",283.463
"2276",12633,10,2007,1824,8,932,2007,"New",392
"2277",12665,8,2006,2482,9,642,2007,"WD ",281.213
"2278",8402,5,2007,1120,6,0,2007,"New",147
"2279",43500,3,1953,2034,9,1041,2007,"WD ",130
"2280",6710,6,1997,936,3,460,2007,"WD ",140
"2281",25286,4,1963,1040,5,648,2007,"WD ",132.25
"2282",25000,5,1967,1632,8,576,2007,"WD ",143
"2283",32463,4,1975,1622,7,1356,2007,"WD ",168
"2284",4224,5,1976,1060,6,572,2007,"WD ",129.9
"2285",4224,5,1976,1142,6,528,2007,"WD ",134
"2286",1504,4,1972,1092,5,253,2007,"WD ",85.5
"2287",1533,4,1970,992,4,297,2007,"WD ",106.5
"2288",1495,4,1970,1092,5,0,2007,"WD ",93.9
"2289",2001,4,1970,1092,6,286,2007,"WD ",75
"2290",1936,4,1970,630,3,0,2007,"WD ",84.5
"2291",1890,4,1976,1092,6,286,2007,"COD",75.19
"2292",11333,6,1976,1062,5,539,2007,"WD ",146.8
"2293",9129,5,1977,1008,4,678,2007,"WD ",153.5
"2294",15957,6,1977,1356,6,528,2007,"WD ",188
"2295",33983,5,1994,1676,6,672,2007,"WD ",196
"2296",8286,5,1977,1432,6,531,2007,"WD ",157
"2297",6723,5,1971,796,5,0,2007,"WD ",138
"2298",7244,5,1970,768,5,624,2007,"WD ",129.5
"2299",27697,4,1961,1608,6,444,2007,"COD",80
"2300",7599,4,2006,845,4,360,2007,"WD ",129.5
"2301",11000,5,2003,1178,6,502,2007,"WD ",135
"2302",8314,5,1982,816,5,264,2007,"WD ",124.5
"2303",11625,5,1983,816,4,264,2007,"WD ",139
"2304",10712,5,1992,974,5,0,2007,"Oth",93.5
"2305",10447,5,1984,887,5,288,2007,"WD ",124.5
"2306",11027,6,1954,1293,5,452,2006,"WD ",149.9
"2307",10533,6,1956,1024,5,313,2006,"WD ",157.5
"2308",11765,5,1957,1797,7,963,2006,"WD ",169
"2309",39384,6,1957,1390,4,550,2006,"WD ",252
"2310",11727,7,1969,1851,8,506,2006,"WD ",192.1
"2311",8238,6,1998,1525,6,400,2006,"WD ",183.5
"2312",13006,7,1997,2236,8,642,2006,"WD ",222
"2313",13041,6,1995,1671,7,423,2006,"WD ",170
"2314",13031,6,1996,1498,6,409,2006,"WD ",187.5
"2315",9783,6,1996,1776,7,443,2006,"WD ",202
"2316",11207,6,1997,1511,8,413,2006,"WD ",185
"2317",19378,7,2006,2462,9,576,2006,"New",320
"2318",14859,7,2006,1670,7,690,2006,"New",240
"2319",13128,8,2005,2064,7,527,2006,"WD ",250
"2320",10463,8,2005,1801,8,800,2006,"WD ",239.9
"2321",13751,7,2006,2212,9,773,2006,"New",309
"2322",23257,7,2006,2021,9,422,2006,"New",274.725
"2323",13108,8,1994,2687,9,618,2006,"WD ",270
"2324",8076,6,1994,1169,6,402,2006,"WD ",183.5
"2325",7685,6,1994,1501,6,420,2006,"WD ",165.6
"2326",9084,7,1998,1632,8,462,2006,"WD ",176.5
"2327",3701,8,1987,1204,5,461,2006,"WD ",130
"2328",5306,7,1987,1767,5,504,2006,"WD ",239
"2329",6563,8,1985,1742,5,564,2006,"WD ",275
"2330",16023,9,2006,2798,11,670,2006,"New",457.347
"2331",18062,10,2006,3390,10,758,2006,"New",545.224
"2332",12292,9,2006,2473,11,675,2006,"New",356.383
"2333",16056,9,2006,2868,11,716,2006,"New",556.581
"2334",12438,8,2006,2576,10,666,2006,"New",361.919
"2335",16052,10,2006,2698,11,736,2006,"New",535
"2336",15922,9,2006,2795,10,660,2006,"New",401.179
"2337",13682,10,2006,2945,10,641,2006,"New",438.78
"2338",14762,5,1950,2320,7,672,2006,"WD ",169
"2339",34650,5,1955,1056,5,572,2006,"WD ",145
"2340",8147,9,2005,1714,7,517,2006,"WD ",318
"2341",11302,8,2006,1826,7,758,2006,"New",319
"2342",18261,9,2005,2000,8,722,2006,"WD ",470
"2343",14145,7,1998,1621,8,440,2006,"WD ",202.5
"2344",13837,7,1988,2183,9,786,2006,"WD ",229
"2345",16659,7,1994,2263,9,539,2006,"WD ",235
"2346",18800,6,1976,1574,6,566,2006,"WD ",190
"2347",10464,6,1980,1102,5,582,2006,"WD ",169
"2348",10400,7,1988,1872,6,604,2006,"WD ",241.5
"2349",10530,7,1978,1857,8,482,2006,"WD ",188.9
"2350",10240,6,1980,1686,7,612,2006,"WD ",207.5
"2351",16692,7,1978,2784,12,564,2006,"WD ",250
"2352",11475,6,1975,1552,6,434,2006,"WD ",179.9
"2353",9927,7,1976,1083,5,596,2006,"WD ",172
"2354",9512,7,2006,2318,8,541,2006,"New",294.323
"2355",10530,6,2000,1875,8,485,2006,"WD ",184.5
"2356",10140,5,1975,1074,6,495,2006,"WD ",153.5
"2357",10140,7,1976,1664,8,528,2006,"WD ",162.9
"2358",10140,6,1999,1309,5,484,2006,"WD ",181
"2359",10000,6,1974,1103,6,462,2006,"WD ",155
"2360",15870,5,1969,1096,6,299,2006,"WD ",138.8
"2361",9353,4,1970,864,5,280,2006,"Oth",116.05
"2362",8125,4,1971,858,5,0,2006,"WD ",88
"2363",7200,4,1971,874,5,576,2006,"WD ",97.5
"2364",8773,6,2002,1419,4,543,2006,"WD ",190
"2365",2760,6,1973,1092,6,440,2006,"WD ",105.5
"2366",2160,5,1973,1365,7,440,2006,"WD ",125.5
"2367",1953,6,1973,987,5,264,2006,"WD ",83
"2368",1890,6,1972,1030,6,264,2006,"WD ",116
"2369",1680,6,1971,1218,7,0,2006,"WD ",91.5
"2370",1680,6,1972,1218,7,264,2006,"WD ",118
"2371",1680,6,1972,948,5,264,2006,"WD ",89
"2372",1680,6,1972,1092,6,264,2006,"WD ",108
"2373",1680,6,1972,987,5,288,2006,"WD ",94.5
"2374",4043,6,1975,1069,4,440,2006,"WD ",146.3
"2375",7514,5,1975,1387,6,300,2006,"WD ",145
"2376",7838,5,1967,900,6,288,2006,"WD ",123
"2377",2280,7,1976,1055,4,319,2006,"WD ",137.5
"2378",2179,6,1976,1456,6,460,2006,"WD ",144
"2379",16737,9,2005,1980,8,770,2006,"WD ",315
"2380",16387,9,2006,2589,11,831,2006,"New",412.083
"2381",16259,9,2006,2596,9,840,2006,"New",342.643
"2382",16163,8,2004,1618,6,880,2006,"WD ",252
"2383",13891,10,2006,2076,7,850,2006,"New",465
"2384",12228,7,2006,1740,8,874,2006,"New",293
"2385",14780,9,2005,1868,7,1085,2006,"WD ",415
"2386",16033,9,2005,1850,8,772,2006,"WD ",326
"2387",14215,8,2006,2376,9,853,2006,"New",325.3
"2388",13418,8,2005,2452,9,691,2006,"WD ",309
"2389",13975,9,2006,2206,10,670,2006,"New",300
"2390",10240,8,2005,2098,8,878,2006,"WD ",275.5
